# Rime user dictionary
#@/db_name	rime_mint
#@/db_type	userdb
#@/rime_version	1.13.1
#@/tick	126941
#@/user_id	ca62f353-43e6-488d-90b6-9dde39353ca4
a 	啊	c=89 d=7.44404 t=126941
gè zhǒng jiǎo běn 	各种脚本	c=1 d=0.704688 t=126941
gè zì 	各自	c=7 d=2.74917 t=126941
gèng 	更	c=31 d=3.39133 t=126941
gèng bú yòng 	更不用	c=1 d=0.40657 t=126941
gèng cháng 	更长	c=1 d=0.965605 t=126941
gèng cháng yì xiē 	更长一些	c=2 d=1.05406 t=126941
gèng duō 	更多	c=13 d=2.03438 t=126941
gèng duō de 	更多的	c=1 d=0.40657 t=126941
gèng duō lì zi 	更多例子	c=1 d=0.774916 t=126941
gèng duō shì 	更多是	c=1 d=0.822835 t=126941
gèng dà 	更大	c=2 d=0.895463 t=126941
gèng fù zá de 	更复杂的	c=1 d=0.937067 t=126941
gèng fú hé 	更符合	c=2 d=0.727785 t=126941
gèng fāng biàn 	更方便	c=1 d=0.246597 t=126941
gèng fēng fù 	更丰富	c=2 d=1.13998 t=126941
gèng guān xīn 	更关心	c=0 d=0.0913931 t=126941
gèng guān zhù 	更关注	c=1 d=0.909373 t=126941
gèng guī zhěng 	更规整	c=1 d=0.612626 t=126941
gèng gāo 	更高	c=1 d=0.66365 t=126941
gèng huàn chéng 	更换成	c=1 d=0.609571 t=126941
gèng hé lǐ 	更合理	c=1 d=0.895834 t=126941
gèng hé shì 	更合适	c=1 d=0.650509 t=126941
gèng hé xié 	更和谐	c=1 d=0.97531 t=126941
gèng hǎo 	更好	c=20 d=2.89012 t=126941
gèng hǎo de 	更好的	c=1 d=0.970446 t=126941
gèng hǎo yì xiē 	更好一些	c=1 d=0.814647 t=126941
gèng jiā 	更加	c=17 d=3.37417 t=126941
gèng jìn yí bù 	更进一步	c=2 d=1.48672 t=126941
gèng kuān 	更宽	c=1 d=0.995012 t=126941
gèng kāi fàng 	更开放	c=1 d=0.970446 t=126941
gèng kě ài 	更可爱	c=1 d=0.913931 t=126941
gèng má fan 	更麻烦	c=0 d=0.0873716 t=126941
gèng míng què 	更明确	c=1 d=0.882497 t=126941
gèng míng zhì 	更明智	c=1 d=0.621885 t=126941
gèng mǎn zú 	更满足	c=1 d=0.927743 t=126941
gèng piān xiàng yú 	更偏向于	c=1 d=0.394554 t=126941
gèng qiáng 	更强	c=2 d=0.873716 t=126941
gèng qīng xiàng yú 	更倾向于	c=3 d=1.40744 t=126941
gèng shì hé 	更适合	c=3 d=1.61456 t=126941
gèng suí jī 	更随机	c=1 d=0.980199 t=126941
gèng wán shàn 	更完善	c=1 d=0.918512 t=126941
gèng wán zhěng 	更完整	c=1 d=0.511709 t=126941
gèng wén xué 	更文学	c=1 d=0.856415 t=126941
gèng wěn 	更稳	c=0 d=0.0621885 t=126941
gèng wěn yì xiē 	更稳一些	c=2 d=1.09392 t=126941
gèng wǎn 	更晚	c=1 d=0.865022 t=126941
gèng xiàng 	更像	c=1 d=0.733447 t=126941
gèng xiàng shì 	更像是	c=6 d=1.97562 t=126941
gèng xiáng xì 	更详细	c=2 d=1.56365 t=126941
gèng xiáng xì yì diǎn 	更详细一点	c=1 d=0.786628 t=126941
gèng xiāng xìn 	更相信	c=1 d=0.918512 t=126941
gèng xiǎo 	更小	c=2 d=1.02822 t=126941
gèng xī wàng 	更希望	c=1 d=0.677057 t=126941
gèng xǐ huan 	更喜欢	c=1 d=0.932394 t=126941
gèng yán zhòng 	更严重	c=1 d=0.45612 t=126941
gèng yīng gāi 	更应该	c=1 d=0.591555 t=126941
gèng yǒu 	更有	c=1 d=0.442639 t=126941
gèng yǒu kě néng 	更有可能	c=1 d=0.937067 t=126941
gèng yǒu qián lì 	更有潜力	c=1 d=0.494109 t=126941
gèng zhǔn què 	更准确	c=1 d=0.941765 t=126941
gèng zǒng 	更总	c=1 d=0.722527 t=126941
gé lí 	隔离	c=5 d=1.60191 t=126941
gé lí chū lái 	隔离出来	c=1 d=0.951229 t=126941
gé lí diàn yuán 	隔离电源	c=7 d=6.04406 t=126941
gé mìng 	革命	c=2 d=1.55156 t=126941
gé shì 	格式	c=76 d=6.52405 t=126941
gé shì huà 	格式化	c=19 d=5.90542 t=126941
gé yè 	隔夜	c=1 d=0.704688 t=126941
gé zi 	格子	c=1 d=0.856415 t=126941
gòng 	共	c=13 d=4.25211 t=126941
gòng dǎng 	共党	c=1 d=0.814647 t=126941
gòng shí 	共识	c=1 d=0.740818 t=126941
gòng tóng 	共同	c=1 d=0.918512 t=126941
gòng xiàn 	贡献	c=5 d=1.16491 t=126941
gòng xiǎng 	共享	c=9 d=3.80573 t=126941
gòng yòng 	共用	c=4 d=1.33295 t=126941
gòu 	够	c=12 d=2.77092 t=126941
gòu bú gòu 	够不够	c=1 d=0.543351 t=126941
gòu chéng 	构成	c=1 d=0.985112 t=126941
gòu de zháo 	够得着	c=1 d=0.767206 t=126941
gòu jiàn 	构建	c=27 d=5.88824 t=126941
gòu jiàn róng qì 	构建容器	c=1 d=0.918512 t=126941
gòu jiàn wán 	构建完	c=1 d=0.571209 t=126941
gòu jī 	购机	c=1 d=0.900325 t=126941
gòu le 	够了	c=1 d=0.951229 t=126941
gòu mǎi 	购买	c=18 d=3.90823 t=126941
gòu mǎi le 	购买了	c=2 d=0.777257 t=126941
gòu mǎi liàn jiē 	购买链接	c=1 d=0.852144 t=126941
gòu mǎi lì 	购买力	c=1 d=0.99005 t=126941
gòu mǎi shù liàng 	购买数量	c=1 d=0.870423 t=126941
gòu nǐ 	够你	c=1 d=0.744532 t=126941
gòu sī 	构思	c=6 d=3.23651 t=126941
gòu tóu téng 	够头疼	c=1 d=0.955997 t=126941
gòu tú 	构图	c=1 d=0.729789 t=126941
gòu wù 	购物	c=3 d=1.64522 t=126941
gòu wù kǎ 	购物卡	c=1 d=0.847894 t=126941
gòu yòng 	够用	c=4 d=2.17449 t=126941
gòu yòng le 	够用了	c=1 d=0.718924 t=126941
gòu zào 	构造	c=28 d=4.72752 t=126941
gòu zào bào wén 	构造报文	c=1 d=0.83527 t=126941
gù 	故	c=3 d=1.31523 t=126941
gù dìng 	固定	c=47 d=6.61776 t=126941
gù dìng chū 	固定出	c=1 d=0.782705 t=126941
gù dìng dào 	固定到	c=3 d=2.40991 t=126941
gù dìng dì 	固定地	c=1 d=0.932394 t=126941
gù dìng fāng shì 	固定方式	c=1 d=0.729789 t=126941
gù dìng huà 	固定化	c=1 d=0.818731 t=126941
gù dìng hòu 	固定后	c=1 d=0.937067 t=126941
gù dìng mó bǎn 	固定模版	c=1 d=0.694197 t=126941
gù dìng xià lái 	固定下来	c=2 d=1.2695 t=126941
gù dìng zài 	固定在	c=4 d=1.88433 t=126941
gù dìng zài shàng 	固定在上	c=1 d=0.810584 t=126941
gù huà 	固化	c=5 d=1.79603 t=126941
gù huà xià lái 	固化下来	c=2 d=0.857296 t=126941
gù jiàn 	固件	c=103 d=9.12087 t=126941
gù jiàn bāo 	固件包	c=1 d=0.348192 t=126941
gù jiàn guǎn lǐ 	固件管理	c=2 d=1.88504 t=126941
gù jiàn gēng xīn 	固件更新	c=3 d=2.48575 t=126941
gù jiàn jiě yā 	固件解压	c=1 d=0.496585 t=126941
gù jiàn lǐ 	固件里	c=4 d=1.71473 t=126941
gù jiàn miàn bāo 	固件面包	c=1 d=0.344728 t=126941
gù jiàn mù lù 	固件目录	c=1 d=0.540641 t=126941
gù jiàn qián 	固件前	c=1 d=0.486752 t=126941
gù jiàn zài 	固件在	c=1 d=0.612626 t=126941
gù lǜ 	顾虑	c=1 d=0.909373 t=126941
gù rén 	雇人	c=1 d=0.600496 t=126941
gù shì 	故事	c=1 d=0.327915 t=126941
gù wèn 	顾问	c=1 d=0.755784 t=126941
gù yí gè 	雇一个	c=1 d=0.951229 t=126941
gù zhàng 	故障	c=1 d=0.368724 t=126941
gù zhàng yī lài 	故障依赖	c=1 d=0.631284 t=126941
gā sī 	嘎斯	c=0 d=0.0782705 t=126941
gā sī ó yí gè 	嘎斯哦一个	c=1 d=0.786628 t=126941
gāi 	该	c=166 d=7.28912 t=126941
gāi chù 	该处	c=1 d=0.565525 t=126941
gāi chǎng shāng 	该厂商	c=1 d=0.442639 t=126941
gāi cì 	该次	c=1 d=0.889473 t=126941
gāi cì duì huà 	该次对话	c=1 d=0.752014 t=126941
gāi duān diǎn 	该端点	c=3 d=2.08323 t=126941
gāi duān kǒu 	该端口	c=1 d=0.995012 t=126941
gāi dòng yì 	该动议	c=0 d=0.0860708 t=126941
gāi dòng yì xià 	该动议下	c=1 d=0.865022 t=126941
gāi dòng zuò 	该动作	c=1 d=0.900325 t=126941
gāi fú wù 	该服务	c=8 d=2.95253 t=126941
gāi fāng shì 	该方式	c=1 d=0.501576 t=126941
gāi fāng àn 	该方案	c=1 d=0.955997 t=126941
gāi gěi 	该给	c=1 d=0.690734 t=126941
gāi gōng jù 	该工具	c=1 d=0.852144 t=126941
gāi gōng néng 	该功能	c=2 d=0.789899 t=126941
gāi hán shù 	该函数	c=1 d=0.463013 t=126941
gāi jié gòu 	该结构	c=1 d=0.839457 t=126941
gāi jiā 	该加	c=1 d=0.600496 t=126941
gāi jiē kǒu 	该接口	c=1 d=0.810584 t=126941
gāi jiǎo běn 	该脚本	c=2 d=1.65592 t=126941
gāi liú chéng 	该流程	c=1 d=0.985112 t=126941
gāi lèi xíng 	该类型	c=1 d=0.965605 t=126941
gāi lù jìng 	该路径	c=1 d=0.66365 t=126941
gāi mó shì 	该模式	c=1 d=0.737123 t=126941
gāi mù biāo 	该目标	c=1 d=0.839457 t=126941
gāi mù lù 	该目录	c=1 d=0.965605 t=126941
gāi mǎi 	该买	c=2 d=1.76412 t=126941
gāi nà nǐ 	该那你	c=1 d=0.687289 t=126941
gāi què dìng 	该确定	c=1 d=0.603506 t=126941
gāi qǐng qiú 	该请求	c=1 d=0.83527 t=126941
gāi shuō 	该说	c=1 d=0.891366 t=126941
gāi shè bèi 	该设备	c=10 d=1.74526 t=126941
gāi shǒu jī hào 	该手机号	c=1 d=0.588605 t=126941
gāi wán 	该玩	c=2 d=1.5813 t=126941
gāi wèi zhì 	该位置	c=1 d=0.878095 t=126941
gāi wèn dá 	该问答	c=1 d=0.680451 t=126941
gāi wèn juàn 	该问卷	c=9 d=2.17503 t=126941
gāi wèn tí 	该问题	c=1 d=0.951229 t=126941
gāi xiàng mù 	该项目	c=3 d=1.24088 t=126941
gāi xiě shén me 	该写什么	c=1 d=0.433874 t=126941
gāi xì tǒng 	该系统	c=1 d=0.946485 t=126941
gāi xìn xī 	该信息	c=2 d=0.825324 t=126941
gāi xíng wéi 	该行为	c=1 d=0.965605 t=126941
gāi yè miàn 	该页面	c=1 d=0.637628 t=126941
gāi yòng hù 	该用户	c=2 d=1.04991 t=126941
gāi yǒu 	该有	c=3 d=0.913931 t=126941
gāi yǒu de 	该有的	c=1 d=0.826959 t=126941
gāi yǒu shá 	该有啥	c=1 d=0.927743 t=126941
gāi zhuàng tài 	该状态	c=1 d=1 t=126941
gāi zuò 	该作	c=0 d=0.0913931 t=126941
gāi zuò chéng 	该做成	c=1 d=0.603506 t=126941
gāi zuò de 	该做的	c=1 d=0.767206 t=126941
gāi zuò nǎ xiē 	该作哪些	c=1 d=0.918512 t=126941
gāi zuò shén me 	该做什么	c=1 d=0.71177 t=126941
gāi zài 	该在	c=1 d=0.814647 t=126941
gāi zěn me 	该怎么	c=24 d=4.67022 t=126941
gāi zěn me bàn 	该怎么办	c=3 d=1.71175 t=126941
gāi zěn me xiě 	该怎么写	c=2 d=1.63128 t=126941
gāi zěn me zuò 	该怎么做	c=6 d=3.06246 t=126941
gān 	甘	c=1 d=0.425283 t=126941
gān cuì 	干脆	c=18 d=2.89557 t=126941
gān jìng 	干净	c=2 d=1.36815 t=126941
gān rǎo 	干扰	c=11 d=3.96925 t=126941
gān tè tú 	甘特图	c=1 d=0.99005 t=126941
gān yí bì 	肝胰襞	c=1 d=0.453845 t=126941
gān yóu sān zhǐ 	甘油三酯	c=1 d=0.847894 t=126941
gān zhòng huó 	干重活	c=1 d=0.97531 t=126941
gān ǒu 	干呕	c=0 d=0.169175 t=126941
gān ǒu néng 	干呕能	c=1 d=0.970446 t=126941
gān ǒu ǒu fěn 	干呕藕粉	c=1 d=0.909373 t=126941
gāng 	刚	c=25 d=5.66372 t=126941
gāng bì yè 	刚毕业	c=1 d=0.136695 t=126941
gāng chū shì 	刚出事	c=1 d=0.970446 t=126941
gāng cái 	刚才	c=25 d=4.28219 t=126941
gāng cóng 	刚从	c=1 d=0.965605 t=126941
gāng jiē chù 	刚接触	c=1 d=0.802519 t=126941
gāng jìn qù 	刚进去	c=1 d=0.71177 t=126941
gāng jìn rù 	刚进入	c=1 d=0.625002 t=126941
gāng kàn dào 	刚看到	c=1 d=0.873716 t=126941
gāng kāi 	刚开	c=3 d=1.79134 t=126941
gāng kāi shǐ 	刚开始	c=4 d=2.14044 t=126941
gāng lián jiē 	刚连接	c=1 d=0.402524 t=126941
gāng lián shàng 	刚连上	c=1 d=0.657047 t=126941
gāng lǐng 	纲领	c=1 d=0.687289 t=126941
gāng mén 	钢门	c=1 d=0.951229 t=126941
gāng mǎi de 	刚买的	c=1 d=0.852144 t=126941
gāng rù mén 	刚入门	c=1 d=0.631284 t=126941
gāng shuì xǐng 	刚睡醒	c=1 d=0.677057 t=126941
gāng shuō wán 	刚说完	c=1 d=1 t=126941
gāng shàng chē 	刚上车	c=1 d=0.909373 t=126941
gāng tiě 	钢铁	c=1 d=1 t=126941
gāng wèn 	刚问	c=1 d=0.802519 t=126941
gāng xiū hǎo 	刚修好	c=1 d=0.913931 t=126941
gāng xū 	刚需	c=1 d=0.891366 t=126941
gāng zhù cè 	刚注册	c=1 d=0.715338 t=126941
gāng zǒu 	刚走	c=1 d=0.985112 t=126941
gāo 	膏	c=0 d=0.0591555 t=126941
gāo 	高	c=35 d=3.80467 t=126941
gāo bǎo zhēn 	高保真	c=1 d=0.615697 t=126941
gāo bǐ lì 	高比例	c=1 d=0.759572 t=126941
gāo cháo le 	高潮了	c=1 d=0.909373 t=126941
gāo diǎn 	糕点	c=0 d=0.0995012 t=126941
gāo dá 	高达	c=1 d=0.594521 t=126941
gāo dù 	高度	c=13 d=6.50283 t=126941
gāo fēn biàn lǜ 	高分辨率	c=1 d=0.873716 t=126941
gāo gē měng jìn 	高歌猛进	c=1 d=0.396531 t=126941
gāo jià zhí 	高价值	c=1 d=0.860708 t=126941
gāo jìng zhí 	高净值	c=1 d=0.421052 t=126941
gāo jí 	高级	c=6 d=2.10974 t=126941
gāo jí xuǎn xiàng 	高级选项	c=1 d=0.759572 t=126941
gāo jí yòng hù 	高级用户	c=1 d=0.377192 t=126941
gāo le 	高了	c=1 d=0.585669 t=126941
gāo liàng 	高亮	c=10 d=2.48973 t=126941
gāo nèi jù 	高内聚	c=2 d=0.988759 t=126941
gāo pín 	高频	c=3 d=1.81709 t=126941
gāo qiáng dù 	高强度	c=3 d=1.21712 t=126941
gāo shèng 	高盛	c=1 d=0.26982 t=126941
gāo shù 	高数	c=1 d=0.839457 t=126941
gāo shǒu 	高手	c=1 d=0.97531 t=126941
gāo sù 	高速	c=3 d=2.715 t=126941
gāo sù fèi 	高速费	c=2 d=1.85114 t=126941
gāo sān 	高三	c=1 d=0.67032 t=126941
gāo tiě 	高铁	c=2 d=1.7646 t=126941
gāo tiě piào 	高铁票	c=1 d=0.923116 t=126941
gāo tōng 	高通	c=1 d=0.579842 t=126941
gāo wēi 	高危	c=6 d=2.58101 t=126941
gāo wēi lòu dòng 	高危漏洞	c=1 d=0.965605 t=126941
gāo xià lì pàn 	高下立判	c=1 d=0.927743 t=126941
gāo xiào 	高效	c=3 d=0.941031 t=126941
gāo xiē 	高些	c=1 d=0.666977 t=126941
gāo xuè yā 	高血压	c=1 d=0.204948 t=126941
gāo xìng 	高兴	c=1 d=0.477114 t=126941
gāo yì diǎn 	高一点	c=1 d=0.106459 t=126941
gāo zhì liàng 	高质量	c=2 d=1.47837 t=126941
gāo zhěn wú yōu 	高枕无忧	c=1 d=0.932394 t=126941
gāo zhōng 	高中	c=4 d=2.191 t=126941
gāo zhōng dī 	高中低	c=2 d=1.29913 t=126941
gāo ān quán 	高安全	c=1 d=0.810584 t=126941
gāo ěr fū 	高尔夫	c=1 d=0.631284 t=126941
gē 	哥	c=14 d=3.02522 t=126941
gē ge 	哥哥	c=2 d=1.31192 t=126941
gē le 	割了	c=0 d=0.0995012 t=126941
gē le me 	割了么	c=11 d=3.06438 t=126941
gē liè 	割裂	c=1 d=0.937067 t=126941
gē lún bǐ yà 	哥伦比亚	c=1 d=0.904837 t=126941
gē men 	哥们	c=14 d=4.13035 t=126941
gē zi 	鸽子	c=2 d=1.84644 t=126941
gēn 	根	c=4 d=1.26286 t=126941
gēn 	跟	c=17 d=2.95309 t=126941
gēn bú shàng 	跟不上	c=1 d=0.722527 t=126941
gēn běn 	根本	c=4 d=1.16634 t=126941
gēn běn bù kě néng 	根本不可能	c=1 d=0.99005 t=126941
gēn de shàng 	跟得上	c=1 d=0.341298 t=126941
gēn hào 	根号	c=5 d=2.36018 t=126941
gēn jìn 	跟进	c=1 d=0.918512 t=126941
gēn jù 	根据	c=73 d=4.03125 t=126941
gēn jù nǐ 	根据你	c=1 d=0.718924 t=126941
gēn jù shí jì qíng kuàng 	根据实际情况	c=1 d=0.909373 t=126941
gēn jù xiàn chǎng qíng kuàng 	根据现场情况	c=1 d=0.704688 t=126941
gēn le 	跟了	c=1 d=0.733447 t=126941
gēn mù lù 	根目录	c=13 d=3.41608 t=126941
gēn mù lù xià 	根目录下	c=3 d=1.67994 t=126941
gēn suí 	跟随	c=2 d=0.815943 t=126941
gēn tā 	跟他	c=1 d=0.219626 t=126941
gēn tā gàn 	跟他干	c=1 d=0.755784 t=126941
gēn tā men 	跟他们	c=1 d=0.414783 t=126941
gēn tā shuō 	跟他说	c=0 d=0.0980199 t=126941
gēn tā shuō yì shēng 	跟他说一声	c=1 d=0.985112 t=126941
gēn wǒ 	跟我	c=2 d=0.709046 t=126941
gēn zhe 	跟着	c=4 d=1.06234 t=126941
gēn zōng 	跟踪	c=11 d=1.96077 t=126941
gēng 	羹	c=0 d=0.0718924 t=126941
gēng gǎi 	更改	c=16 d=4.1595 t=126941
gēng gǎi dài mǎ 	更改代码	c=1 d=0.985112 t=126941
gēng huàn 	更换	c=7 d=2.09905 t=126941
gēng míng 	更名	c=2 d=0.814647 t=126941
gēng nián qī 	更年期	c=1 d=0.985112 t=126941
gēng shēn céng cì 	更深层次	c=1 d=0.965605 t=126941
gēng xīn 	更新	c=119 d=11.9656 t=126941
gēng xīn bāo 	更新包	c=4 d=2.34042 t=126941
gēng xīn dào 	更新到	c=7 d=2.20572 t=126941
gēng xīn le ma 	更新了吗	c=1 d=0.873716 t=126941
gēng xīn liú chéng 	更新流程	c=1 d=0.755784 t=126941
gēng xīn shí 	更新时	c=2 d=1.17638 t=126941
gēng xīn yí xià 	更新一下	c=4 d=2.24043 t=126941
gēng zhèng 	更正	c=1 d=0.97531 t=126941
gěi 	给	c=86 d=6.12827 t=126941
gěi bié rén 	给别人	c=3 d=1.24636 t=126941
gěi bà ba 	给爸爸	c=1 d=0.509156 t=126941
gěi bù liǎo 	给不了	c=1 d=0.440432 t=126941
gěi bù mén 	给部门	c=1 d=0.806541 t=126941
gěi chū 	给出	c=56 d=6.10487 t=126941
gěi chū jǐ gè 	给出几个	c=1 d=0.900325 t=126941
gěi chū lái 	给出来	c=1 d=0.396531 t=126941
gěi chū yí gè 	给出一个	c=3 d=2.20488 t=126941
gěi de 	给的	c=2 d=1.29546 t=126941
gěi duō shǎo fēn 	给多少分	c=1 d=0.67032 t=126941
gěi dìng 	给定	c=3 d=2.15476 t=126941
gěi guò 	给过	c=1 d=0.715338 t=126941
gěi gè 	给个	c=5 d=1.97401 t=126941
gěi gè jī huì 	给个机会	c=1 d=0.904837 t=126941
gěi gǎi le 	给改了	c=1 d=0.680451 t=126941
gěi jiàn yì 	给建议	c=1 d=0.704688 t=126941
gěi le 	给了	c=1 d=0.852144 t=126941
gěi le gè 	给了个	c=1 d=0.774916 t=126941
gěi lì 	给力	c=2 d=1.94099 t=126941
gěi mìng lìng 	给命令	c=1 d=0.932394 t=126941
gěi mó xíng 	给模型	c=1 d=0.88692 t=126941
gěi mā ma 	给妈妈	c=1 d=0.763379 t=126941
gěi nǐ 	给你	c=14 d=3.9987 t=126941
gěi nǐ fā 	给你发	c=1 d=0.960789 t=126941
gěi nǐ gè 	给你个	c=1 d=0.980199 t=126941
gěi nǐ gǎi 	给你改	c=1 d=0.951229 t=126941
gěi nǐ kàn kàn 	给你看看	c=1 d=0.704688 t=126941
gěi nǐ men 	给你们	c=2 d=1.29518 t=126941
gěi nǐ yòng 	给你用	c=1 d=0.985112 t=126941
gěi piàn le 	给骗了	c=1 d=0.882497 t=126941
gěi qián 	给钱	c=1 d=0.501576 t=126941
gěi qí tā 	给其他	c=3 d=1.37348 t=126941
gěi rén 	给人	c=1 d=0.330778 t=126941
gěi rén jiā 	给人家	c=2 d=1.89413 t=126941
gěi rén kàn 	给人看	c=1 d=0.923116 t=126941
gěi shí jiān 	给时间	c=1 d=0.839457 t=126941
gěi tā 	给他	c=4 d=1.98131 t=126941
gěi tā men 	给他们	c=6 d=2.20571 t=126941
gěi wǒ 	给我	c=43 d=7.48838 t=126941
gěi wǒ fā 	给我发	c=1 d=0.265803 t=126941
gěi wǒ gàn 	给我干	c=1 d=0.852144 t=126941
gěi wǒ gè 	给我个	c=1 d=0.767206 t=126941
gěi wǒ jiè shào yí xià 	给我介绍一下	c=1 d=0.878095 t=126941
gěi wǒ jǐ gè 	给我几个	c=1 d=0.759572 t=126941
gěi wǒ kàn 	给我看	c=1 d=0.869358 t=126941
gěi wǒ ma 	给我吗	c=1 d=1 t=126941
gěi wǒ men 	给我们	c=2 d=1.36817 t=126941
gěi wǒ sàn bō 	给我散播	c=1 d=0.927743 t=126941
gěi wǒ xiē 	给我些	c=1 d=0.790571 t=126941
gěi wǒ yí gè 	给我一个	c=2 d=1.52213 t=126941
gěi yí duàn 	给一段	c=1 d=0.774916 t=126941
gěi yí gè 	给一个	c=6 d=1.16101 t=126941
gěi zhè ge 	给这个	c=1 d=0.527292 t=126941
gěi zì jǐ 	给自己	c=5 d=2.48694 t=126941
gěi zī yuán 	给资源	c=1 d=0.83527 t=126941
gōng 	供	c=8 d=2.09793 t=126941
gōng 	公	c=9 d=4.0496 t=126941
gōng 	工	c=3 d=1.67477 t=126941
gōng 	龚	c=5 d=1.38246 t=126941
gōng bù 	公布	c=1 d=0.878095 t=126941
gōng chéng 	工程	c=29 d=5.05822 t=126941
gōng chéng guǎn lǐ 	工程管理	c=1 d=0.70822 t=126941
gōng chéng huà 	工程化	c=24 d=3.96907 t=126941
gōng chéng shí jiàn 	工程实践	c=2 d=0.67368 t=126941
gōng chéng shī 	工程师	c=14 d=2.78842 t=126941
gōng chéng sī xiǎng 	工程思想	c=1 d=0.774916 t=126941
gōng chéng wén jiàn 	工程文件	c=3 d=2.17057 t=126941
gōng chéng xiàng mù 	工程项目	c=1 d=0.860708 t=126941
gōng chéng xiàng mù huà 	工程项目化	c=1 d=0.786628 t=126941
gōng chǎng 	工厂	c=3 d=2.04893 t=126941
gōng cè shí 	公测时	c=1 d=0.763379 t=126941
gōng cān kǎo 	供参考	c=1 d=0.970446 t=126941
gōng diàn 	供电	c=3 d=1.92104 t=126941
gōng dān 	工单	c=8 d=3.75722 t=126941
gōng dān hòu 	工单后	c=1 d=0.379083 t=126941
gōng dǐ 	功底	c=1 d=0.88692 t=126941
gōng fàng 	功放	c=12 d=4.59035 t=126941
gōng fàng bǎn 	功放板	c=13 d=6.35879 t=126941
gōng fáng 	攻防	c=6 d=2.59173 t=126941
gōng fáng duì kàng 	攻防对抗	c=3 d=1.91664 t=126941
gōng guān 	公关	c=1 d=0.97531 t=126941
gōng gào 	公告	c=2 d=1.1636 t=126941
gōng gòng 	公共	c=7 d=1.73578 t=126941
gōng gòng yù 	公共域	c=1 d=0.499074 t=126941
gōng hào 	功耗	c=1 d=0.771052 t=126941
gōng jiàn 	工件	c=1 d=0.574072 t=126941
gōng jiā 	公家	c=2 d=1.86004 t=126941
gōng jù 	工具	c=82 d=10.9743 t=126941
gōng jù kù 	工具库	c=2 d=1.07781 t=126941
gōng jù miáo shù 	工具描述	c=1 d=0.535261 t=126941
gōng jù shì ba 	工具是吧	c=1 d=0.537944 t=126941
gōng jù xiāng 	工具箱	c=2 d=1.41341 t=126941
gōng jī 	攻击	c=141 d=14.7709 t=126941
gōng jī fāng shì 	攻击方式	c=2 d=0.591555 t=126941
gōng jī hòu 	攻击后	c=2 d=0.810584 t=126941
gōng jī jiǎo běn 	攻击脚本	c=1 d=0.946485 t=126941
gōng jī jì shù 	攻击技术	c=4 d=1.16728 t=126941
gōng jī jī 	攻击机	c=5 d=1.86221 t=126941
gōng jī jīn 	公积金	c=11 d=2.08013 t=126941
gōng jī liàn 	攻击链	c=4 d=2.52821 t=126941
gōng jī liàn lù 	攻击链路	c=1 d=0.421052 t=126941
gōng jī liàn lù le 	攻击链路了	c=1 d=0.339596 t=126941
gōng jī liú liàng 	攻击流量	c=1 d=0.782705 t=126941
gōng jī lù jìng 	攻击路径	c=7 d=2.45868 t=126941
gōng jī miàn 	攻击面	c=1 d=0.778801 t=126941
gōng jī rù kǒu 	攻击入口	c=5 d=1.36607 t=126941
gōng jī shè bèi 	攻击设备	c=4 d=1.91697 t=126941
gōng jī shǒu duàn 	攻击手段	c=2 d=0.634957 t=126941
gōng jī xiàng liàng 	攻击向量	c=19 d=5.85635 t=126941
gōng jī xiào guǒ 	攻击效果	c=4 d=2.79049 t=126941
gōng jī xìng 	攻击性	c=1 d=0.467666 t=126941
gōng jī zhě 	攻击者	c=19 d=4.12968 t=126941
gōng kòng 	工控	c=7 d=2.85707 t=126941
gōng kòng jī 	工控机	c=9 d=5.53071 t=126941
gōng kòng jī qì rén 	工控机器人	c=1 d=0.744532 t=126941
gōng kòng shè bèi 	工控设备	c=2 d=1.11483 t=126941
gōng kòng ān quán 	工控安全	c=1 d=0.257947 t=126941
gōng kāi 	公开	c=35 d=4.58694 t=126941
gōng kāi fú wù qì 	公开服务器	c=1 d=0.453845 t=126941
gōng kāi fā bù 	公开发布	c=1 d=0.843665 t=126941
gōng kāi huò qǔ 	公开获取	c=1 d=0.377192 t=126941
gōng kāi pī lù 	公开披露	c=1 d=0.955997 t=126941
gōng kāi qú dào 	公开渠道	c=1 d=0.97531 t=126941
gōng kāi shù jù 	公开数据	c=1 d=0.831104 t=126941
gōng kāi xìn xī 	公开信息	c=1 d=0.690734 t=126941
gōng kāi zī liào 	公开资料	c=1 d=0.869358 t=126941
gōng kē 	工科	c=1 d=0.955997 t=126941
gōng lüè 	攻略	c=1 d=0.694197 t=126941
gōng lǜ 	功率	c=9 d=3.16438 t=126941
gōng niú 	公牛	c=10 d=4.50894 t=126941
gōng néng 	功能	c=219 d=15.2178 t=126941
gōng néng jiàn 	功能键	c=1 d=0.67032 t=126941
gōng néng mǎ 	功能码	c=1 d=0.628135 t=126941
gōng néng xìng 	功能性	c=1 d=0.891366 t=126941
gōng nǐ 	供你	c=2 d=0.889129 t=126941
gōng pò 	攻破	c=4 d=2.26261 t=126941
gōng rén 	工人	c=2 d=1.09099 t=126941
gōng shì 	公式	c=8 d=3.18605 t=126941
gōng shì huà 	公式化	c=1 d=0.532592 t=126941
gōng sī 	公司	c=73 d=7.09381 t=126941
gōng sī diàn nǎo 	公司电脑	c=1 d=0.70822 t=126941
gōng sī lái kàn 	公司来看	c=1 d=0.882497 t=126941
