# Rime user dictionary
#@/db_name	rime_mint
#@/db_type	userdb
#@/rime_version	1.13.1
#@/tick	126941
#@/user_id	ca62f353-43e6-488d-90b6-9dde39353ca4
a 	啊	c=89 d=7.44404 t=126941
shì fǒu yǐ jīng 	是否已经	c=1 d=0.980199 t=126941
shì fǒu yǒu 	是否有	c=1 d=0.690734 t=126941
shì gàn shá 	是干啥	c=1 d=0.918512 t=126941
shì gè 	是个	c=4 d=2.50656 t=126941
shì háng 	适航	c=2 d=1.13951 t=126941
shì háng rèn zhèng 	适航认证	c=2 d=1.18738 t=126941
shì hé 	适合	c=9 d=1.65627 t=126941
shì hé zì jǐ 	适合自己	c=1 d=0.66034 t=126941
shì hòu 	事后	c=4 d=1.14923 t=126941
shì hěn chēng a 	是很撑啊	c=1 d=0.591555 t=126941
shì jià 	试驾	c=1 d=0.687289 t=126941
shì jiàn 	事件	c=3 d=0.932394 t=126941
shì jiè 	世界	c=3 d=1.50625 t=126941
shì jiè guān 	世界观	c=1 d=0.918512 t=126941
shì jiè guān lǐ 	世界观里	c=1 d=0.597501 t=126941
shì jiè lǐ 	世界里	c=1 d=0.677057 t=126941
shì jiè shù 	世界树	c=4 d=3.09361 t=126941
shì jiǎo 	视角	c=9 d=3.0117 t=126941
shì jué 	视觉	c=6 d=2.09295 t=126941
shì jì 	世纪	c=1 d=0.535261 t=126941
shì jì chéng 	世纪城	c=1 d=0.532592 t=126941
shì jì huán jìng 	世纪环境	c=1 d=0.463013 t=126941
shì le yí xià 	试了一下	c=1 d=0.814647 t=126941
shì lì 	示例	c=21 d=3.2855 t=126941
shì lǐ miàn 	市里面	c=1 d=0.826959 t=126941
shì ma 	是吗	c=3 d=1.61263 t=126941
shì miàn 	世面	c=2 d=1.34527 t=126941
shì miàn 	市面	c=1 d=0.511709 t=126941
shì miàn shàng 	市面上	c=6 d=2.43606 t=126941
shì nèi 	室内	c=1 d=0.499074 t=126941
shì nǎ ge 	是哪个	c=2 d=1.34301 t=126941
shì nǎ lǐ 	是哪里	c=1 d=1 t=126941
shì nǐ 	是你	c=1 d=0.941765 t=126941
shì pèi 	适配	c=19 d=3.80865 t=126941
shì pèi qì 	适配器	c=1 d=0.802519 t=126941
shì pèi xiū gǎi 	适配修改	c=1 d=1 t=126941
shì pèi yú 	适配于	c=1 d=0.965605 t=126941
shì pín 	视频	c=91 d=12.2733 t=126941
shì pín liú 	视频流	c=10 d=3.27979 t=126941
shì qíng 	事情	c=62 d=6.18847 t=126941
shì qū lǐ 	市区里	c=1 d=0.293758 t=126941
shì shuí 	是谁	c=6 d=1.69631 t=126941
shì shuí le 	是谁了	c=1 d=0.83527 t=126941
shì shuō 	是说	c=1 d=0.606531 t=126941
shì shá 	是啥	c=23 d=4.70958 t=126941
shì shá ma 	是啥吗	c=1 d=0.40657 t=126941
shì shá yì si 	是啥意思	c=1 d=0.66365 t=126941
shì shén me 	是什么	c=225 d=12.0747 t=126941
shì shén me chéng dù 	是什么程度	c=1 d=0.740818 t=126941
shì shén me fú wù 	是什么服务	c=1 d=0.759572 t=126941
shì shén me qíng kuàng 	是什么情况	c=3 d=1.57942 t=126941
shì shén me shí hou 	是什么时候	c=2 d=1.67513 t=126941
shì shén me shí hòu huán 	是什么时候还	c=1 d=0.856415 t=126941
shì shén me yuán yīn 	是什么原因	c=11 d=3.72218 t=126941
shì shén me yàng 	是什么样	c=2 d=0.955271 t=126941
shì shén me yì si 	是什么意思	c=39 d=8.32662 t=126941
shì shì 	试试	c=23 d=4.26184 t=126941
shì shì kàn 	试试看	c=15 d=3.48317 t=126941
shì shì ne 	试试呢	c=1 d=0.631284 t=126941
shì shì wǒ zhè ge 	试试我这个	c=1 d=1 t=126941
shì shì zhè ge 	试试这个	c=1 d=0.895834 t=126941
shì shí 	事实	c=3 d=1.77915 t=126941
shì shí 	适时	c=4 d=1.79085 t=126941
shì shí hou 	是时候	c=2 d=0.687289 t=126941
shì tú 	视图	c=2 d=1.93707 t=126941
shì tā men 	是他们	c=1 d=0.99005 t=126941
shì wéi 	视为	c=1 d=0.946485 t=126941
shì wǒ 	是我	c=20 d=2.41475 t=126941
shì wǒ men 	是我们	c=1 d=0.460704 t=126941
shì xiàn lǐ 	视线里	c=1 d=0.744532 t=126941
shì xiàn zài 	是现在	c=1 d=0.856415 t=126941
shì xī ān 	是西安	c=1 d=0.767206 t=126941
shì xū yào 	是需要	c=1 d=0.909373 t=126941
shì yàn 	试验	c=2 d=1.28769 t=126941
shì yàn jī 	试验机	c=1 d=0.740818 t=126941
shì yàn lì 	试验力	c=1 d=0.585669 t=126941
shì yàn tián 	试验田	c=1 d=0.677057 t=126941
shì yàn tái 	试验台	c=2 d=1.38163 t=126941
shì yàn xìng 	试验性	c=1 d=0.744532 t=126941
shì yàn xìng zhì 	试验性质	c=1 d=0.752014 t=126941
shì yè 	事业	c=2 d=0.844275 t=126941
shì yè bù 	事业部	c=3 d=1.90248 t=126941
shì yì 	示意	c=4 d=1.80133 t=126941
shì yì 	释义	c=1 d=1 t=126941
shì yì biǎo 	示意表	c=1 d=0.591555 t=126941
shì yì tú 	示意图	c=13 d=7.73887 t=126941
shì yìng 	适应	c=2 d=1.28838 t=126941
shì yìng dé le 	适应得了	c=1 d=0.683861 t=126941
shì yìng huán jìng 	适应环境	c=1 d=0.774916 t=126941
shì yí shì 	试一试	c=1 d=0.960789 t=126941
shì yí xià 	试一下	c=14 d=2.63841 t=126941
shì yòng 	试用	c=1 d=0.951229 t=126941
shì yòng 	适用	c=1 d=0.292293 t=126941
shì yòng xìng 	适用性	c=2 d=0.562705 t=126941
shì yòng yú 	适用于	c=6 d=2.31903 t=126941
shì yě 	视野	c=2 d=0.810584 t=126941
shì yīn wèi 	是因为	c=1 d=0.900325 t=126941
shì yō gōng néng 	是哟功能	c=2 d=1.44784 t=126941
shì yō néng ōu guān 	是哟能欧冠	c=1 d=0.847894 t=126941
shì yǔ yuàn wéi 	事与愿违	c=1 d=0.722527 t=126941
shì zhe 	试着	c=2 d=1.24572 t=126941
shì zhàn lǜ 	市占率	c=1 d=0.995012 t=126941
shì zhèi yàng 	是这样	c=3 d=1.01115 t=126941
shì zhòng diǎn 	市重点	c=1 d=0.551563 t=126941
shì zhě wéi dà 	逝者为大	c=1 d=1 t=126941
shì zi 	式子	c=2 d=1.71245 t=126941
shì zuò 	视作	c=1 d=0.323033 t=126941
shì zěn yàng de 	是怎样的	c=1 d=0.66034 t=126941
shì zī zhì zhèng 	是资质证	c=1 d=0.677057 t=126941
shí 	时	c=272 d=8.15883 t=126941
shí bié 	识别	c=33 d=6.68836 t=126941
shí bié chū 	识别出	c=1 d=0.70822 t=126941
shí bié dào 	识别到	c=3 d=1.2769 t=126941
shí bié dào le 	识别到了	c=1 d=0.771052 t=126941
shí bié rú xià 	识别如下	c=1 d=0.571209 t=126941
shí bù shí 	时不时	c=8 d=2.24472 t=126941
shí cháng 	时长	c=3 d=1.25268 t=126941
shí cè 	实测	c=2 d=0.860708 t=126941
shí diǎn 	十点	c=1 d=0.951229 t=126941
shí duàn 	时段	c=1 d=0.718924 t=126941
shí dài 	时代	c=3 d=0.985876 t=126941
shí fēn 	十分	c=4 d=1.83514 t=126941
shí fēn yōng jǐ 	十分拥挤	c=1 d=0.831104 t=126941
shí fēn zhōng 	十分钟	c=2 d=0.900476 t=126941
shí hou 	时候	c=52 d=3.58496 t=126941
shí hou dào le 	时候到了	c=1 d=1 t=126941
shí jiàn 	实践	c=5 d=1.87614 t=126941
shí jiān 	时间	c=38 d=7.4638 t=126941
shí jiān chuō 	时间戳	c=6 d=3.1839 t=126941
shí jiān duàn 	时间段	c=4 d=1.96147 t=126941
shí jiān duō 	时间多	c=1 d=0.114178 t=126941
shí jiān guò de 	时间过得	c=1 d=0.509156 t=126941
shí jiān jié diǎn 	时间节点	c=1 d=0.726149 t=126941
shí jiān piàn 	时间片	c=1 d=0.690734 t=126941
shí jiān shàng 	时间上	c=2 d=1.39102 t=126941
shí jiān yǒu xiàn 	时间有限	c=1 d=0.771052 t=126941
shí jiān ān pái 	时间安排	c=1 d=0.810584 t=126941
shí jì 	实际	c=39 d=5.7246 t=126941
shí jì gòu mǎi shù liàng 	实际购买数量	c=1 d=0.802519 t=126941
shí jì kāi fā 	实际开发	c=1 d=0.701173 t=126941
shí jì qíng kuàng 	实际情况	c=5 d=2.11309 t=126941
shí jì shàng 	实际上	c=16 d=2.27025 t=126941
shí jì xiǎng fǎ 	实际想法	c=1 d=0.895834 t=126941
shí jì yàn zhèng 	实际验证	c=1 d=0.895834 t=126941
shí jì zhí 	实际值	c=1 d=0.647265 t=126941
shí jī 	时机	c=2 d=1.72858 t=126941
shí jǐ kuài 	十几块	c=1 d=0.904837 t=126941
shí jǐ wàn 	十几万	c=1 d=0.647265 t=126941
shí kè 	时刻	c=1 d=0.612626 t=126941
shí lì 	实力	c=3 d=1.45955 t=126941
shí nián 	十年	c=4 d=1.88815 t=126941
shí nián hòu 	十年后	c=1 d=0.814647 t=126941
shí nián qián 	十年前	c=2 d=1.40119 t=126941
shí qī 	时期	c=3 d=2.61278 t=126941
shí qū 	时区	c=1 d=0.891366 t=126941
shí qǔ 	拾取	c=1 d=0.818731 t=126941
shí shí 	实时	c=3 d=2.26953 t=126941
shí shí shū chū 	实时输出	c=1 d=0.600496 t=126941
shí shī 	实施	c=5 d=2.05965 t=126941
shí tou 	石头	c=1 d=0.718924 t=126941
shí tǐ 	实体	c=2 d=1.47543 t=126941
shí tǐ huà 	实体化	c=1 d=0.878095 t=126941
shí wù 	实物	c=3 d=2.51421 t=126941
shí wù 	食物	c=1 d=0.150318 t=126941
shí wù jiē kǒu 	实物接口	c=1 d=0.810584 t=126941
shí xiàn 	实现	c=505 d=13.8369 t=126941
shí xiàn 	实线	c=1 d=0.923116 t=126941
shí xiàn fāng shì 	实现方式	c=3 d=1.26109 t=126941
shí xiàn le 	实现了	c=7 d=2.7039 t=126941
shí xiàn le yì zhǒng 	实现了一种	c=1 d=0.985112 t=126941
shí xiàn luó jí 	实现逻辑	c=1 d=0.932394 t=126941
shí xiàn ma 	实现吗	c=2 d=1.63893 t=126941
shí xiàn sī lù 	实现思路	c=1 d=0.752014 t=126941
shí xiàn yuán lǐ 	实现原理	c=1 d=0.666977 t=126941
shí xiàn yí gè 	实现一个	c=6 d=1.3834 t=126941
shí xiàn zhī 	实现之	c=2 d=0.931182 t=126941
shí xiào xìng 	时效性	c=1 d=0.904837 t=126941
shí xí 	实习	c=1 d=0.759572 t=126941
shí xù tú 	时序图	c=2 d=1.53058 t=126941
shí yàn 	实验	c=9 d=3.07997 t=126941
shí yàn huán jìng 	实验环境	c=2 d=1.09502 t=126941
shí yàn shè bèi 	实验设备	c=1 d=0.529935 t=126941
shí yàn shì 	实验室	c=23 d=3.64719 t=126941
shí yàn shí 	实验时	c=1 d=0.771052 t=126941
shí yòng 	实用	c=6 d=2.00997 t=126941
shí yóu 	石油	c=2 d=0.957352 t=126941
shí zhèng 	实证	c=2 d=1.14276 t=126941
shí zhì 	实质	c=1 d=0.571209 t=126941
shí zhì xìng 	实质性	c=4 d=1.66873 t=126941
shí zài 	实在	c=2 d=1.19217 t=126941
shí zài bù xíng 	实在不行	c=1 d=0.546074 t=126941
shòu 	受	c=9 d=2.64294 t=126941
shòu 	售	c=1 d=0.900325 t=126941
shòu bù liǎo 	受不了	c=2 d=0.67368 t=126941
shòu bù liǎo le 	受不了了	c=1 d=1 t=126941
shòu dào 	受到	c=2 d=1.45794 t=126941
shòu dào xiàn zhì 	受到限制	c=1 d=0.856415 t=126941
shòu hài rén 	受害人	c=1 d=0.562705 t=126941
shòu hòu 	售后	c=0 d=0.0554327 t=126941
shòu hòu qún 	售后群	c=1 d=0.557106 t=126941
shòu kòng 	受控	c=4 d=1.63483 t=126941
shòu qián 	售前	c=1 d=0.543351 t=126941
shòu quán 	授权	c=30 d=6.14064 t=126941
shòu qìng 	售罄	c=1 d=0.946485 t=126941
shòu ròu 	瘦肉	c=1 d=0.985112 t=126941
shòu tǐ 	受体	c=1 d=0.634448 t=126941
shòu xiàn 	受限	c=5 d=2.18338 t=126941
shòu yǔ le 	授予了	c=1 d=0.97531 t=126941
shòu zhe 	受着	c=2 d=1.43094 t=126941
shù 	树	c=2 d=0.810584 t=126941
shù diàn 	数电	c=1 d=0.516851 t=126941
shù jù 	数据	c=205 d=10.1172 t=126941
shù jù bì lěi 	数据壁垒	c=1 d=0.559898 t=126941
shù jù bāo 	数据包	c=4 d=2.36537 t=126941
shù jù jié guǒ 	数据结果	c=2 d=1.1297 t=126941
shù jù jiā zǎi 	数据加载	c=2 d=0.723765 t=126941
shù jù jiāo huàn 	数据交换	c=1 d=0.755784 t=126941
shù jù jí 	数据集	c=2 d=1.07914 t=126941
shù jù kù 	数据库	c=44 d=5.80693 t=126941
shù jù mù lù 	数据目录	c=1 d=0.865022 t=126941
shù jù shàng 	数据上	c=1 d=0.927743 t=126941
shù jù shōu jí 	数据收集	c=1 d=0.687289 t=126941
shù jù tōng xìn 	数据通信	c=1 d=0.722527 t=126941
shù jù wěi zào 	数据伪造	c=2 d=0.873716 t=126941
shù jù xiàn 	数据线	c=1 d=1 t=126941
shù liàng 	数量	c=22 d=3.45095 t=126941
shù méi pài 	树莓派	c=6 d=3.66519 t=126941
shù mǎ 	数码	c=2 d=1.22918 t=126941
shù shǒu shù jiǎo 	束手束脚	c=1 d=0.97531 t=126941
shù wèi bǎn 	数位板	c=2 d=1.71725 t=126941
shù xiàng 	竖向	c=1 d=0.923116 t=126941
shù xiǎn 	数显	c=1 d=0.965605 t=126941
shù xué 	数学	c=2 d=1.14269 t=126941
shù yǔ 	术语	c=18 d=4.25113 t=126941
shù yǔ biǎo 	术语表	c=1 d=0.737123 t=126941
shù zhe 	竖着	c=6 d=1.64506 t=126941
shù zhī 	树脂	c=3 d=2.36026 t=126941
shù zì 	数字	c=15 d=3.21276 t=126941
shù zì rén 	数字人	c=6 d=1.78842 t=126941
shùn 	舜	c=22 d=4.58344 t=126941
shùn 	顺	c=1 d=0.913931 t=126941
shùn biàn 	顺便	c=8 d=3.60715 t=126941
shùn dài 	顺带	c=4 d=1.23701 t=126941
shùn dài de 	顺带的	c=1 d=0.904837 t=126941
shùn fēng 	顺丰	c=1 d=0.856415 t=126941
shùn gē 	舜哥	c=2 d=1.37426 t=126941
shùn lì 	顺利	c=5 d=1.86138 t=126941
shùn lì yì diǎn 	顺利一点	c=1 d=0.882497 t=126941
shùn píng 	顺平	c=1 d=0.882497 t=126941
shùn xù 	顺序	c=2 d=1.17188 t=126941
shùn xīn 	顺心	c=1 d=0.331211 t=126941
shú fàn 	熟饭	c=0 d=0.0909373 t=126941
shú huí 	赎回	c=1 d=0.524663 t=126941
shú liàn 	熟练	c=4 d=2.71184 t=126941
shú xī 	熟悉	c=27 d=4.37155 t=126941
shú xī yí xià 	熟悉一下	c=2 d=1.4418 t=126941
shú zhī 	熟知	c=2 d=1.42122 t=126941
shā 	杀	c=1 d=0.960789 t=126941
shā bì 	沙币	c=5 d=1.39433 t=126941
shā chóng 	杀虫	c=1 d=0.436049 t=126941
shā dú 	杀毒	c=1 d=0.806541 t=126941
shā hé 	沙河	c=1 d=0.644036 t=126941
shā nǐ gè 	杀你个	c=0 d=0.0822835 t=126941
shā nǐ gè chuán wén jiàn 	杀你个传文件	c=1 d=0.826959 t=126941
shā ruǎn 	杀软	c=1 d=0.554327 t=126941
shā shǒu 	杀手	c=1 d=0.985112 t=126941
shā sǐ 	杀死	c=2 d=1.4151 t=126941
shā sǐ bǐ sài 	杀死比赛	c=1 d=0.631284 t=126941
shā wán le 	杀完了	c=4 d=1.68472 t=126941
shā xiāng 	沙箱	c=1 d=0.946485 t=126941
shā xiāng lǐ 	沙箱里	c=1 d=0.980199 t=126941
shā yú 	鲨鱼	c=1 d=0.88692 t=126941
shāi xuǎn 	筛选	c=6 d=3.05022 t=126941
shāi xuǎn chū 	筛选出	c=2 d=1.18795 t=126941
shāi xuǎn guò 	筛选过	c=1 d=0.509156 t=126941
shāi xuǎn yí xià 	筛选一下	c=1 d=0.729789 t=126941
shān 	删	c=2 d=0.768919 t=126941
shān 	山	c=4 d=1.41025 t=126941
shān chú 	删除	c=67 d=11.9496 t=126941
shān chú diào 	删除掉	c=3 d=1.20742 t=126941
shān diào 	删掉	c=16 d=3.70055 t=126941
shān diào hòu 	删掉后	c=1 d=0.771052 t=126941
shān diào le 	删掉了	c=3 d=1.87296 t=126941
shān dōng 	山东	c=5 d=3.51571 t=126941
shān gān jìng 	删干净	c=1 d=0.484606 t=126941
shān gǔ 	山谷	c=1 d=0.860708 t=126941
shān hào 	删号	c=1 d=0.985112 t=126941
shān jiǎn 	删减	c=1 d=0.918512 t=126941
shān le 	删了	c=8 d=2.64472 t=126941
shān le ma 	删了吗	c=1 d=0.955997 t=126941
shān shuǐ 	山水	c=2 d=0.782583 t=126941
shān shù 	杉树	c=1 d=0.822835 t=126941
shān wèi 	膻味	c=1 d=1 t=126941
shān yí xià 	删一下	c=1 d=0.847894 t=126941
shāng 	商	c=6 d=2.67115 t=126941
shāng 	熵	c=1 d=0.852144 t=126941
shāng diàn 	商店	c=3 d=1.98617 t=126941
shāng diàn lǐ 	商店里	c=1 d=0.878095 t=126941
shāng fēi 	商飞	c=6 d=2.73439 t=126941
shāng hài 	伤害	c=1 d=0.891366 t=126941
shāng jīn dòng gǔ 	伤筋动骨	c=1 d=0.839457 t=126941
shāng pǐn 	商品	c=7 d=4.75469 t=126941
shāng pǐn yè 	商品页	c=1 d=0.946485 t=126941
shāng què 	商榷	c=1 d=0.516851 t=126941
shāng rén 	商人	c=1 d=0.628135 t=126941
shāng wù 	商务	c=6 d=2.66886 t=126941
shāng yè 	商业	c=6 d=2.4931 t=126941
shāng yè gōng sī 	商业公司	c=1 d=0.463013 t=126941
shāng yè huà 	商业化	c=1 d=0.644036 t=126941
shāng yè jià zhí 	商业价值	c=1 d=0.66034 t=126941
shāng yè jī mì 	商业机密	c=2 d=1.0869 t=126941
shāng yè xìng 	商业性	c=1 d=0.951229 t=126941
shāng yè xíng wéi 	商业行为	c=1 d=0.752014 t=126941
shāng yòng 	商用	c=1 d=0.748264 t=126941
shāo 	烧	c=3 d=1.59903 t=126941
shāo diào 	烧掉	c=1 d=0.955997 t=126941
shāo děng 	稍等	c=7 d=2.69881 t=126941
shāo děng yí huì 	稍等一会	c=1 d=0.603506 t=126941
shāo děng yí xià 	稍等一下	c=1 d=0.951229 t=126941
shāo huǒ 	烧火	c=2 d=1.29787 t=126941
shāo lù 	烧录	c=1 d=0.802519 t=126941
shāo wēi 	稍微	c=2 d=1.07914 t=126941
shāo yā 	烧鸭	c=1 d=0.88692 t=126941
shāo é 	烧鹅	c=1 d=0.878095 t=126941
shē chǐ pǐn 	奢侈品	c=1 d=0.591555 t=126941
shēn 	深	c=3 d=1.79296 t=126941
shēn biān 	身边	c=3 d=0.821201 t=126941
shēn bào 	申报	c=2 d=1.12858 t=126941
shēn bào dān wèi 	申报单位	c=1 d=0.891366 t=126941
shēn chù 	身处	c=1 d=0.83527 t=126941
shēn chū 	伸出	c=1 d=0.509156 t=126941
shēn chū qù 	伸出去	c=1 d=0.759572 t=126941
shēn de 	深得	c=1 d=0.937067 t=126941
shēn dù 	深度	c=5 d=3.44128 t=126941
shēn dù yán jiū 	深度研究	c=1 d=0.29523 t=126941
shēn fèn 	身份	c=38 d=4.9879 t=126941
shēn fèn jiào yàn 	身份校验	c=1 d=0.571209 t=126941
shēn fèn xìn xī 	身份信息	c=1 d=0.527292 t=126941
shēn fèn yàn zhèng 	身份验证	c=5 d=1.57855 t=126941
shēn fèn zhèng 	身份证	c=6 d=2.93114 t=126941
shēn gēng 	深耕	c=1 d=0.50409 t=126941
shēn jìn 	伸进	c=1 d=0.913931 t=126941
shēn lán 	深蓝	c=1 d=0.852144 t=126941
shēn qǐng 	申请	c=6 d=1.71307 t=126941
shēn rù 	深入	c=2 d=1.22896 t=126941
shēn rù kàn 	深入看	c=1 d=0.778801 t=126941
shēn shàng 	身上	c=6 d=2.8596 t=126941
shēn shòu qí hài 	深受其害	c=1 d=1 t=126941
shēn sù 	申诉	c=1 d=0.683861 t=126941
shēn wài wù 	身外物	c=2 d=1.83062 t=126941
shēn wā 	深挖	c=0 d=0.0628135 t=126941
shēn zhèn 	深圳	c=2 d=1.15652 t=126941
shēng 	升	c=1 d=0.865022 t=126941
shēng 	声	c=1 d=0.810584 t=126941
shēng 	生	c=4 d=1.73853 t=126941
shēng bō 	声波	c=11 d=3.48755 t=126941
shēng chéng 	生成	c=100 d=7.76862 t=126941
shēng chéng qì 	生成器	c=2 d=1.243 t=126941
shēng chéng shí 	生成时	c=1 d=0.794534 t=126941
shēng chéng wán 	生成玩	c=1 d=0.786628 t=126941
shēng chū lái 	生出来	c=0 d=0.0123687 t=126941
shēng chū lái le 	生出来了	c=1 d=0.124307 t=126941
shēng chǎn 	生产	c=5 d=1.90605 t=126941
shēng chǎn lì 	生产力	c=1 d=0.873716 t=126941
shēng huà 	生化	c=5 d=3.81224 t=126941
shēng huà kuáng rén 	生化狂人	c=1 d=0.181772 t=126941
shēng huà wēi jī 	生化危机	c=9 d=6.26533 t=126941
shēng huá 	升华	c=0 d=0.0127454 t=126941
shēng huá kuáng rén 	升华狂人	c=1 d=0.128093 t=126941
shēng huó 	生活	c=1 d=0.726149 t=126941
shēng huó zuò xī 	生活作息	c=2 d=0.578118 t=126941
shēng jiàng 	升降	c=1 d=0.810584 t=126941
shēng jí 	升级	c=11 d=2.04831 t=126941
shēng jí bāo 	升级包	c=4 d=1.28727 t=126941
shēng jí guò 	升级过	c=1 d=0.559898 t=126941
shēng jí hòu 	升级后	c=1 d=0.843665 t=126941
shēng kǎ 	声卡	c=3 d=2.23358 t=126941
shēng liàng 	声量	c=1 d=0.371577 t=126941
shēng liàng dà 	声量大	c=1 d=0.323033 t=126941
shēng lǐ xìng 	生理性	c=1 d=0.941765 t=126941
shēng mìng tǐ zhēng 	生命体征	c=1 d=0.697676 t=126941
shēng mìng zhōu qī 	生命周期	c=2 d=1.17731 t=126941
shēng míng 	声明	c=12 d=3.39575 t=126941
shēng qì 	生气	c=2 d=1.10923 t=126941
shēng rì 	生日	c=1 d=0.980199 t=126941
shēng sǐ bù 	生死簿	c=1 d=0.891366 t=126941
shēng tài 	生态	c=2 d=1.73633 t=126941
shēng xiào 	生效	c=8 d=3.60781 t=126941
shēng xiào hòu 	生效后	c=1 d=0.951229 t=126941
shēng xué 	声学	c=2 d=1.60601 t=126941
shēng xù 	升序	c=0 d=0.0657047 t=126941
shēng xù jiàng xù 	升序降序	c=1 d=0.66034 t=126941
shēng yìng 	生硬	c=2 d=1.16789 t=126941
shēng yù néng lì 	生育能力	c=1 d=0.822835 t=126941
shēng yīn 	声音	c=2 d=1.59551 t=126941
shēng zhí 	升值	c=1 d=0.722527 t=126941
shě bu de 	舍不得	c=2 d=0.816997 t=126941
shě dé 	舍得	c=2 d=1.20642 t=126941
shěn chá 	审查	c=8 d=1.9515 t=126941
shěn chá wán 	审查完	c=1 d=0.794534 t=126941
shěn chá wén jiàn 	审查文件	c=1 d=0.740818 t=126941
shěn hé 	审核	c=6 d=2.69303 t=126941
shěn hé bàn 	审核办	c=1 d=0.985112 t=126941
shěn hé zhōng 	审核中	c=1 d=0.99005 t=126941
shěn jì 	审计	c=52 d=7.23406 t=126941
shěn jì yí xià 	审计一下	c=1 d=0.951229 t=126941
shěn shì 	审视	c=4 d=1.74258 t=126941
shěn tí 	审题	c=1 d=0.891366 t=126941
shěng 	省	c=3 d=1.85977 t=126941
shěng de 	省的	c=0 d=0.0995012 t=126941
shěng de chě pí 	省的扯皮	c=1 d=1 t=126941
shěng diàn 	省电	c=1 d=0.465334 t=126941
shěng lì 	省力	c=0 d=0.0704688 t=126941
shěng lì hěn duō 	省力很多	c=1 d=0.70822 t=126941
shěng qián 	省钱	c=1 d=0.839457 t=126941
shěng xīn 	省心	c=1 d=0.970446 t=126941
shěng yì xiē 	省一些	c=1 d=0.729789 t=126941
shī bài 	失败	c=14 d=3.57738 t=126941
shī fu 	师傅	c=3 d=1.18432 t=126941
shī gōng duì 	施工队	c=1 d=0.344728 t=126941
shī jiā 	施加	c=1 d=0.690734 t=126941
shī lián 	失联	c=2 d=0.995012 t=126941
shī nài dé 	施奈德	c=1 d=0.960789 t=126941
shī qù 	失去	c=1 d=0.822835 t=126941
shī shān gōng yuán 	狮山公园	c=1 d=0.263158 t=126941
shī xiào 	失效	c=16 d=4.41541 t=126941
shī xiào le 	失效了	c=5 d=2.16262 t=126941
shī yè 	失业	c=0 d=0.0878095 t=126941
shī yè shù jù 	失业数据	c=1 d=0.882497 t=126941
shī zhēn 	失真	c=1 d=0.292293 t=126941
shōu 	收	c=3 d=1.54293 t=126941
shōu bú dào 	收不到	c=1 d=0.341298 t=126941
shōu duō shǎo 	收多少	c=1 d=1 t=126941
shōu dào 	收到	c=18 d=6.37294 t=126941
shōu dào xìn xī 	收到信息	c=1 d=0.71177 t=126941
shōu dōng xi 	收东西	c=2 d=1.13008 t=126941
shōu fèi 	收费	c=2 d=0.639436 t=126941
shōu fā 	收发	c=4 d=1.26338 t=126941
shōu gòu 	收购	c=1 d=0.740818 t=126941
shōu jí 	收集	c=13 d=2.52862 t=126941
shōu jí dào 	收集到	c=2 d=1.17491 t=126941
shōu nà hé 	收纳盒	c=1 d=0.755784 t=126941
shōu pán 	收盘	c=2 d=1.36007 t=126941
shōu qǐ lái 	收起来	c=1 d=0.960789 t=126941
shōu rù 	收入	c=3 d=1.30651 t=126941
shōu shi 	收拾	c=1 d=0.995012 t=126941
shōu shi yí xià 	收拾一下	c=1 d=0.873716 t=126941
shōu suō 	收缩	c=2 d=1.0868 t=126941
shōu wěi 	收尾	c=3 d=1.8363 t=126941
shōu yì 	收益	c=7 d=2.58413 t=126941
shōu yì tái 	收一台	c=1 d=0.644036 t=126941
shū 	书	c=2 d=1.16705 t=126941
shū chú lǐ 	书橱里	c=2 d=1.03383 t=126941
shū chū 	输出	c=321 d=13.6883 t=126941
shū chū bǐ jiào shǎo 	输出比较少	c=1 d=0.591555 t=126941
shū chū chéng 	输出成	c=13 d=2.20315 t=126941
shū chū dào 	输出到	c=81 d=8.72983 t=126941
shū chū hòu 	输出后	c=1 d=0.722527 t=126941
shū chū jié guǒ 	输出结果	c=1 d=0.873716 t=126941
shū chū qián 	输出前	c=1 d=0.579842 t=126941
shū chū yí gè 	输出一个	c=1 d=0.904837 t=126941
shū chū zài 	输出在	c=13 d=2.13887 t=126941
shū chū zài nǎ 	输出在哪	c=1 d=0.621885 t=126941
shū dàn ǒu ěr 	书但偶尔	c=1 d=0.856415 t=126941
shū fu 	舒服	c=2 d=1.06843 t=126941
shū fó a 	书佛啊	c=2 d=1.47431 t=126941
shū jià 	书架	c=1 d=0.318224 t=126941
shū lǐ 	梳理	c=33 d=6.13445 t=126941
shū lǐ chū 	梳理出	c=4 d=1.45075 t=126941
shū lǐ chū lái 	梳理出来	c=1 d=0.932394 t=126941
shū lǐ dāng qián 	梳理当前	c=1 d=0.965605 t=126941
shū lǐ jié guǒ 	梳理结果	c=1 d=0.631284 t=126941
shū lǐ yí xià 	梳理一下	c=1 d=0.683861 t=126941
shū rù 	输入	c=64 d=6.60891 t=126941
shū rù fǎ 	输入法	c=6 d=3.05919 t=126941
shū rù kuàng 	输入框	c=13 d=3.74505 t=126941
shū rù mì mǎ 	输入密码	c=2 d=1.83705 t=126941
shū rù wán 	输入完	c=1 d=0.657047 t=126941
shū shu 	叔叔	c=1 d=0.852144 t=126941
shū shu zǎo shàng hǎo 	叔叔早上好	c=1 d=0.67032 t=126941
